Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,130.6858,124.0794,117.473,111.3472,105.2214,99.0956,92.9698,86.844,83.196,..
Afghanistan,AFG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,31.7509905365424,29.2497367788414,30.6228536688586,25.3947405330476,30.2056024682127,27.0915400061362,24.507440419353,24.6032470715393,23.9671622675689,23.9668244253751
Afghanistan,AFG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,43.0116648992577,..
Afghanistan,AFG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,18.9,..,24,..,34.3,38.6,..,..,..
Afghanistan,AFG,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,-2.0278600964814,-1.73123021368973,-2.31424986558664,0.281700159017001,1.49556676873257,-0.626409395980503,-0.62110794913849,..,..
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0538378507094788,0.0646664493800973,0.0865631699552052,0.156001008723042,0.244570891628528,0.298289530193383,0.420932655980936,..,..,..
Afghanistan,AFG,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,13.6,18.6,..,22.8,..,21.8,21.2,..,..,..
Afghanistan,AFG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,-4.82409840880841,0.535180550401165,4.92536006924705,3.98858951263879,4.19110899372896,-2.97907828371684,-4.02656190085638,-3.8658476184243,-2.19291574438269
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.3952555550972,26.4702926571493,17.8237142691694,17.9929746901578,14.707588950143,10.0238497500877,6.1072740046737,5.51685032452764,6.28470436259751,6.49720069192615
Afghanistan,AFG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,969197000,2012885000,2133805000,2469925000,2423337000,2627442000,2708631000,2576820000,..
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.93,6.702,6.456,6.196,5.928,5.659,5.395,5.141,4.9,..
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,271000000,238000000,188690000,87276201,213670260,75649209,91227567,94013759,59602266,..
Afghanistan,AFG,Forest area (sq. km),AG.LND.FRST.K2,13500,13500,13500,13500,13500,13500,13500,13500,..,..
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,6275076016.47174,7057598406.61553,9843842455.48323,10190529882.4878,12486943505.7381,15936800636.2487,17930239399.8149,20536542736.7297,20310881086.9758,20841951231.998
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,1.93414282770806,1.99853320245002
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,250,270,330,370,460,510,570,690,690,680
Afghanistan,AFG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1020,1080,1230,1260,1500,1610,1700,1940,1960,1980
Afghanistan,AFG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,6146315478.94887,6966901590.56581,8679021177.84647,9888574034.43086,12797057338.5862,14429902221.7266,16559104981.9384,20487057161.0866,21077510105.0825,21131142900.1198
Afghanistan,AFG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,25406550336.0396,27761871234.3918,32316545266.8362,34181087400.0424,41684373230.4965,45732340086.5652,49566654428.9437,57756348664.8374,59871030688.1328,61852552942.6544
Afghanistan,AFG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.5682096326524,23.3562336686245,19.8649409466711,18.869671971305,17.8922473354938,17.8687825791077,16.5582354137958,16.813904232401,17.7324382962767,15.832183188897
Afghanistan,AFG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,50,53,55,59,60,62,65,68,75,..
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,77.4671450090535,74.0850567541813,58.3500468255022,55.0725455538748,42.199228474704,44.9434783455166,44.1939480697298,39.1423974375544,49.1236685820502,43.8594460109966
Afghanistan,AFG,Improved sanitation facilities (% of population with access),SH.STA.ACSN,25.5,26,26.5,27,27.5,28,28.5,29,..,..
Afghanistan,AFG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,39.5,43,46.5,50,53.5,57.1,60.6,64.2,..,..
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,9.4,..,..,..,..,..,..,..
Afghanistan,AFG,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.3602176143866,28.8154655619112,27.3447032582649,27.4589327956882,22.5758835629109,21.8623407294668,23.4717515844124,21.8473249530878,21.1917247317698,21.0480539192345
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,10.9002679905063,7.17126073468188,22.3820157780035,2.17910328500055,-2.10708255443798,9.43779477259656,10.5611392868639,8.30476085615837,3.98518362323973,4.31753826458529
Afghanistan,AFG,Internet users (per 100 people),IT.NET.USER.P2,1.22414808372471,2.10712364546412,1.9,1.84,3.55,4,5,5.45454545454545,5.9,6.39
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.0584390243903,57.5706585365854,58.0913658536585,58.6070975609756,59.1123414634146,59.6000975609756,60.0653658536585,60.5091219512195,60.9314146341464,..
Afghanistan,AFG,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,45.4933134277013,44.777129810018,35.3114143762408,34.9336692110354,29.9502916649011,34.7794650037404,38.4314500567747,46.2487923199116,45.4878001620739,39.9914571683842
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.95042946436272,1.86129988322751,2.23706948993234,2.32800282221116,2.06075126349116,1.89747279675157,1.77859261784739,1.1447151131951,1.06917092963673,1.28289937488342
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.8268653672611,9.83316402199469,17.7162433091531,29.2203737639231,37.8949369729604,45.7781747410681,60.326319991974,65.4521934557507,70.6613588505821,74.8828424132874
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,119,115.8,112.9,110.2,107.7,105.2,102.6,100,97.3,..
Afghanistan,AFG,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,119.963263087,126.9142556552,129.0057897705,128.7500228004,139.2404703586,143.9728040772,146.7376667548,138.1921813488,136.1205378189,..
Afghanistan,AFG,Net migration,SM.POP.NETM,..,..,-739334,..,..,..,..,-399999,..,..
Afghanistan,AFG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2837620000,2961670000,4964720000,4875670000,6235400000,6426500000,6884850000,6725930000,5265950000,..
Afghanistan,AFG,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,31.1111111111111,32.2222222222222,34.4444444444444,45.5555555555556,46.6666666666667,52.2222222222222,51.1111111111111,50,53.3333333333333,54.4444444444444
Afghanistan,AFG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,..,104213610.47,152430333.35,330753776.45,247054819.81,385148127.918562,537523431.514872,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,38.0799175933585,39.2599975492449,40.3597141806819,41.4058098214012,42.4412385503783,43.497552308305,44.581502925589,45.6828967925742,46.796670036455,47.9130563980026
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.44625338842154,3.05190805437294,2.76259872885098,2.55890911225605,2.46992920464508,2.4584170854777,2.46143726536565,2.44049378452997,2.40880690890502,2.35759961085562
Afghanistan,AFG,"Population, total",SP.POP.TOTL,24860855,25631282,26349243,27032197,27708187,28397812,29105480,29824536,30551674,31280518
Afghanistan,AFG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,36.3,..,..,..,35.8,..,..,..
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,53.76,56.431,56.028,58.063,60.511,62.136,65.97,66.593,65.234,..
Afghanistan,AFG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,8.85912247946194,6.93795012657542,7.98850519646638,10.5167811516293,11.0361845395994,11.429836990904,9.88808445655444,..,..
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.74478,100.98891,97.87896,99.46714,95.72796,99.39882,97.40102,103.94475,105.85978,..
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,19.44068,29.14918,28.99123,38.37213,44.23704,50.1815,51.77018,54.03824,54.31084,..
Afghanistan,AFG,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,40.888791849071,41.9347976592474,42.0324430728765,47.1463266712643,47.2185139688763,51.046119264397,52.0208079962345,53.549427975373,54.8411130006613,54.9851216553905
Afghanistan,AFG,Surface area (sq. km),AG.SRF.TOTL.K2,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860
Afghanistan,AFG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,6.8833643391776,5.22975577450032,6.03942830571341,8.43499771421216,9.12365112089795,8.85456809670553,7.47163884629873,..,..
Afghanistan,AFG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0.366882031979348,0.366882031979348,0.366882031979348,0.366882031979348,0.366882031979348,0.372007569633762,..,0.372007569594875,..,..
Afghanistan,AFG,Time required to start a business (days),IC.REG.DURS,9,9,9,9,7,7,7,7,5,7
Afghanistan,AFG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,0.415068473234864,0.421718804475719,0.254856631211657,0.250875362964284,0.331911482580671,0.599299316742653,..
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,4.91140543974186,4.53463270580391,4.25758725627518,4.06946814268712,3.99092404697908,3.99307388704619,4.00879896159118,3.99962774512156,3.97879876856686,3.93376185307636
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,23.7698,21.6554,19.541,18.6922,17.8434,16.9946,16.1458,15.297,14.3552,..
Albania,ALB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,22.7999538580635,21.9999553862566,20.6506307256943,19.4205036305244,19.4097571620819,20.6581994180893,20.9581468295611,21.8259910124359,22.5565791543483,22.671256506821
Albania,ALB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,4.87360594795539,..,..,..,..,..,4.87360594795539,..
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8,99,..,..,99.3,..,..,..,..,..
Albania,ALB,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,..,..,..,..,..,..,..,..
